StateAb,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyName,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
SA,UG,29594,3,"RICHARDS, Adam",Independent,389,34,5,4,26,458
SA,UG,28869,4,"ALI, Mohammad",Independent,40,5,0,4,6,55
SA,UG,29547,5,"SADDLER, Dave",Independent,43,1,1,0,4,49
SA,UG,28414,6,"DAVEY, Malcolm Lloyd",Independent,69,6,0,1,5,81
TAS,A,29632,0,A Ticket Votes,Family First,4683,311,83,158,286,5521
TAS,A,28588,1,"MADDEN, Peter",Family First,809,53,12,32,90,996
TAS,A,28589,2,"ROBERTS, Andrew",Family First,146,6,1,8,14,175
TAS,B,29627,0,B Ticket Votes,Australian Labor Party,71073,3573,719,2225,5776,83366
TAS,B,28590,1,"URQUHART, Anne",Australian Labor Party,3784,143,34,120,384,4465
TAS,B,28591,2,"POLLEY, Helen",Australian Labor Party,1615,59,7,49,234,1964
TAS,B,28592,3,"BROWN, Carol",Australian Labor Party,866,39,5,31,133,1074
TAS,B,28593,4,"BILYK, Catryna",Australian Labor Party,913,32,3,25,138,1111
TAS,B,28594,5,"SHORT, John",Australian Labor Party,1030,44,9,34,97,1214
TAS,B,28595,6,"SINGH, Lisa",Australian Labor Party,17854,535,62,492,1798,20741
TAS,C,29622,0,C Ticket Votes,The Greens,17752,1237,184,1147,1355,21675
TAS,C,28367,1,"WHISH-WILSON, Peter",The Greens,7251,338,54,344,566,8553
TAS,C,28368,2,"McKIM, Nick",The Greens,5168,269,33,296,413,6179
TAS,C,28370,3,"REYNOLDS, Anna",The Greens,1191,60,12,55,115,1433
TAS,D,29629,0,D Ticket Votes,Christian Democratic Party (Fred Nile Group),1786,76,17,61,153,2093
TAS,D,28596,1,"NERO-NILE, Silvana",Christian Democratic Party (Fred Nile Group),564,28,2,11,52,657
TAS,D,28597,2,"GORA, Mishka",Christian Democratic Party (Fred Nile Group),93,4,1,3,10,111
TAS,E,29630,0,E Ticket Votes,Nick Xenophon Team,2886,129,16,183,418,3632
TAS,E,28598,1,"HOULT, Michelle",Nick Xenophon Team,1133,25,3,43,156,1360
TAS,E,28599,2,"COHEN, Nicky",Nick Xenophon Team,110,3,1,3,19,136
TAS,F,29626,0,F Ticket Votes,Liberal,70353,2948,373,3137,6554,83365
TAS,F,28580,1,"ABETZ, Eric",Liberal,6919,334,40,347,1069,8709
TAS,F,28581,2,"PARRY, Stephen",Liberal,1602,54,5,100,233,1994
TAS,F,28582,3,"DUNIAM, Jonathon",Liberal,550,21,3,26,54,654
TAS,F,28583,4,"BUSHBY, David",Liberal,1013,39,5,53,168,1278
TAS,F,28584,5,"COLBECK, Richard",Liberal,11468,349,15,411,1231,13474
TAS,F,28585,6,"TUCKER, John",Liberal,677,29,1,31,106,844
TAS,G,29636,0,G Ticket Votes,Palmer United Party,1803,99,24,45,72,2043
TAS,G,29135,1,"MORGAN, Kevin",Palmer United Party,228,7,2,6,15,258
TAS,G,29139,2,"STRINGER, Justin Leigh",Palmer United Party,27,1,0,2,2,32
TAS,G,29141,3,"VON STIEGLITZ, Quentin",Palmer United Party,25,0,0,1,4,30
TAS,H,29635,0,H Ticket Votes,Australian Sex Party/Marijuana (HEMP) Party,3122,247,65,118,170,3722
TAS,H,29302,1,"COLLINS, Francesca",Australian Sex Party,480,33,5,12,32,562
TAS,H,29307,2,"OWEN, Matt",Marijuana (HEMP) Party,173,9,4,5,18,209
TAS,I,29623,0,I Ticket Votes,Pauline Hanson's One Nation,6250,347,83,295,638,7613
TAS,I,28374,1,"McCULLOCH, Kate",Pauline Hanson's One Nation,855,36,6,28,103,1028
TAS,I,28375,2,"MANZI, Natasia",Pauline Hanson's One Nation,48,3,0,2,6,59
TAS,J,29631,0,J Ticket Votes,Derryn Hinch's Justice Party,992,39,10,44,164,1249
TAS,J,28600,1,"CASS, Suzanne",Derryn Hinch's Justice Party,156,3,2,5,20,186
TAS,J,28601,2,"BAKER, Daniel",Derryn Hinch's Justice Party,31,1,0,2,4,38
TAS,K,29619,0,K Ticket Votes,Citizens Electoral Council,116,10,0,3,1,130
TAS,K,28047,1,"THORNTON, Meg",Citizens Electoral Council,36,0,2,1,4,43
TAS,K,28048,2,"KUCINA, Steve",Citizens Electoral Council,4,0,0,0,0,4
TAS,L,29628,0,L Ticket Votes,Renewable Energy Party,775,51,12,45,75,958
TAS,L,28586,1,"MANSON, Rob",Renewable Energy Party,263,15,0,11,28,317
TAS,L,28587,2,"JOYCE, Sharon",Renewable Energy Party,51,2,0,3,9,65
TAS,M,29624,0,M Ticket Votes,Jacqui Lambie Network,14149,537,88,455,1182,16411
TAS,M,28361,1,"LAMBIE, Jacqui",Jacqui Lambie Network,9841,312,29,306,975,11463
TAS,M,28363,2,"MARTIN, Steve",Jacqui Lambie Network,213,3,0,4,13,233
TAS,M,28365,3,"WATERMAN, Rob",Jacqui Lambie Network,30,3,1,0,5,39
TAS,N,29633,0,N Ticket Votes,Australian Liberty Alliance,748,27,5,42,52,874
TAS,N,28800,1,"ROBINSON, Tony",Australian Liberty Alliance,186,6,2,6,27,227
TAS,N,28801,2,"HORWOOD, Susan",Australian Liberty Alliance,11,0,0,0,0,11
TAS,O,29634,0,O Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,508,28,5,17,34,592
TAS,O,29119,1,"POULTON, Adam",VOTEFLUX.ORG | Upgrade Democracy!,281,13,4,5,10,313
TAS,O,29124,2,"KAYE, Max",VOTEFLUX.ORG | Upgrade Democracy!,33,4,0,1,3,41
TAS,P,29638,0,P Ticket Votes,"Shooters, Fishers and Farmers",3201,285,42,125,297,3950
TAS,P,29288,1,"ALLEN, Matthew","Shooters, Fishers and Farmers",519,33,10,12,60,634
TAS,P,29291,2,"MIDSON, Ricky","Shooters, Fishers and Farmers",84,8,2,2,8,104
TAS,Q,29639,0,Q Ticket Votes,Animal Justice Party,1544,95,14,53,188,1894
TAS,Q,29560,1,"BEVIS, Karen",Animal Justice Party,333,14,7,7,41,402
TAS,Q,29567,2,"BAKER, Alison",Animal Justice Party,60,2,0,4,15,81
TAS,R,29637,0,R Ticket Votes,Science Party,674,44,10,41,59,828
TAS,R,29281,1,"WILLINK, Hans",Science Party,322,27,0,14,31,394
TAS,R,29283,2,"CHOI, Jin-oh",Science Party,72,2,0,2,8,84
TAS,S,29621,0,S Ticket Votes,Australian Recreational Fishers Party,1663,102,12,43,110,1930
TAS,S,28276,1,"HARKINS, Kevin",Australian Recreational Fishers Party,341,18,3,6,28,396
TAS,S,28277,2,"EVANS, Carmen",Australian Recreational Fishers Party,38,4,0,3,5,50
TAS,T,29625,0,T Ticket Votes,Liberal Democrats,1221,63,13,71,77,1445
TAS,T,28381,1,"MEAD, Clinton",Liberal Democrats,150,10,0,9,10,179
TAS,T,28385,2,"ALSTON, Ian",Liberal Democrats,28,5,1,1,3,38
TAS,U,29620,0,U Ticket Votes,The Arts Party,387,32,3,28,33,483
TAS,U,28186,1,"O'HARA, Scott",The Arts Party,123,6,2,5,10,146
TAS,U,28187,2,"VOLTA, JoAnne",The Arts Party,82,7,0,2,8,99
TAS,UG,28358,1,"CRAWFORD, David",Antipaedophile Party,56,3,1,2,7,69
TAS,UG,29239,2,"MARSKELL, Kaye",Independent,172,5,2,6,30,215
TAS,UG,28579,3,"TEMBY, Richard",Mature Australia,110,0,0,2,14,126
TAS,UG,28767,4,"RUSSELL, Grant",Independent,44,1,0,1,3,49
TAS,UG,28054,5,"LANE, George",Independent,32,0,0,2,5,39
VIC,A,29673,0,A Ticket Votes,Derryn Hinch's Justice Party,152582,8814,1861,7027,24877,195161
VIC,A,28081,1,"HINCH, Derryn",Derryn Hinch's Justice Party,13223,749,175,524,1710,16381
VIC,A,28082,2,"GRIMLEY, Stuart",Derryn Hinch's Justice Party,143,12,6,11,19,191
VIC,B,29710,0,B Ticket Votes,,2110,214,62,140,316,2842
VIC,B,29589,1,"COLLYER, David",,366,30,12,27,28,463
VIC,B,29591,2,"MITCHELL-COOK, Wanda",,58,6,5,4,8,81
VIC,C,29676,0,C Ticket Votes,Animal Justice Party,42957,4042,896,2723,6555,57173
VIC,C,28198,1,"POON, Bruce",Animal Justice Party,2232,221,66,129,293,2941
VIC,C,28201,2,"EDGECOMBE, Jacqueline",Animal Justice Party,495,48,15,32,76,666
VIC,D,29678,0,D Ticket Votes,Australian Labor Party,828760,52322,12347,42538,99758,1035725
VIC,D,28345,1,"CARR, Kim",Australian Labor Party,22599,1490,378,1244,3435,29146
VIC,D,28346,2,"CONROY, Stephen Michael",Australian Labor Party,2376,181,46,148,355,3106
VIC,D,28348,3,"COLLINS, Jacinta",Australian Labor Party,2428,174,34,148,401,3185
VIC,D,28350,4,"MARSHALL, Gavin",Australian Labor Party,876,99,22,62,108,1167
VIC,D,28351,5,"YANG, Chien-Hui",Australian Labor Party,1040,102,19,82,180,1423
VIC,D,28353,6,"PERSSE, Louise",Australian Labor Party,493,57,8,32,61,651
VIC,D,28354,7,"KENT, Steve",Australian Labor Party,522,58,11,18,57,666
VIC,D,28355,8,"TARCZON, Les",Australian Labor Party,439,33,11,29,77,589
VIC,E,29709,0,E Ticket Votes,Science Party / Cyclists Party,7150,627,114,520,897,9308
VIC,E,29448,1,"JAMES, Luke",Science Party,1402,93,15,86,144,1740
VIC,E,29450,2,"DOW, Nik",Australian Cyclists Party,372,27,3,24,93,519
VIC,F,29701,0,F Ticket Votes,Palmer United Party,8553,383,135,341,593,10005
VIC,F,29176,1,"THOOLEN, Catriona Cecilia",Palmer United Party,337,22,5,13,16,393
VIC,F,29175,2,"HICKEY, Cameron",Palmer United Party,47,4,1,2,4,58
VIC,G,29685,0,G Ticket Votes,Jacqui Lambie Network,11308,542,112,666,1423,14051
VIC,G,28541,1,"DOLAN, Hugh",Jacqui Lambie Network,951,42,8,37,117,1155
VIC,G,28543,2,"TIMSON, Matt",Jacqui Lambie Network,63,5,0,4,10,82
VIC,H,29693,0,H Ticket Votes,Australian Christians,26304,1411,361,1184,2399,31659
VIC,H,28841,1,"JANSON, Vickie",Australian Christians,2335,142,36,98,232,2843
VIC,H,28843,2,"ARAPOGLOU, Eleni",Australian Christians,128,8,5,5,14,160
VIC,H,28848,3,"OKUMU, Anne",Australian Christians,82,5,3,3,8,101
VIC,I,29703,0,I Ticket Votes,Sustainable Australia,7355,513,105,465,1054,9492
VIC,I,29168,1,"NICHOLLS, Georgia",Sustainable Australia,787,65,10,34,97,993
VIC,I,29169,2,"ARMSTRONG, Steven",Sustainable Australia,69,3,2,3,12,89
VIC,J,29680,0,J Ticket Votes,Pirate Party,9465,912,151,595,1015,12138
VIC,J,28388,1,"SIMPSON, Lachlan",Pirate Party,944,89,14,48,86,1181
VIC,J,28389,2,"BURLEIGH, Richard",Pirate Party,89,7,0,3,6,105
VIC,K,29679,0,K Ticket Votes,Socialist Equality Party,2357,180,65,126,150,2878
VIC,K,28359,1,"SINNEMA, Chris",Socialist Equality Party,295,24,4,16,18,357
VIC,K,28360,2,"BYRNE, Peter",Socialist Equality Party,49,4,0,3,2,58
VIC,L,29681,0,L Ticket Votes,Health Australia Party,12276,985,222,740,1514,15737
VIC,L,28392,1,"GOLDEN, Isaac",Health Australia Party,1040,73,26,59,78,1276
VIC,L,28393,2,"BREAKWELL, Kathryn",Health Australia Party,112,8,0,10,26,156
VIC,M,29700,0,M Ticket Votes,Renewable Energy Party,5787,522,88,527,1057,7981
VIC,M,29148,1,"ASKEY, Graham",Renewable Energy Party,596,59,6,43,84,788
VIC,M,29150,2,"WILSON, Gray",Renewable Energy Party,59,4,2,4,7,76
VIC,N,29699,0,N Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,1865,156,28,100,161,2310
VIC,N,29115,1,"LEHRER, Danielle",VOTEFLUX.ORG | Upgrade Democracy!,377,27,1,28,42,475
VIC,N,29121,2,"MILNE, Stuart James",VOTEFLUX.ORG | Upgrade Democracy!,45,4,1,2,1,53
VIC,O,29687,0,O Ticket Votes,Family First Party,30219,1934,480,1515,3420,37568
VIC,O,28504,1,"BAIN, Peter Timothy",Family First Party,1420,103,20,69,191,1803
VIC,O,28505,2,"GREEN, Randell",Family First Party,183,18,4,10,25,240
VIC,O,28506,3,"MANNERS, Craig",Family First Party,98,9,3,5,21,136
VIC,P,29707,0,P Ticket Votes,Christian Democratic Party (Fred Nile Group),6811,382,92,373,817,8475
VIC,P,29300,1,"HANNA, May",Christian Democratic Party (Fred Nile Group),587,50,12,31,72,752
VIC,P,29303,2,"BOTROS, Stephanie",Christian Democratic Party (Fred Nile Group),48,5,1,2,4,60
VIC,Q,29690,0,Q Ticket Votes,The Arts Party,5050,513,77,460,585,6685
VIC,Q,28535,1,"GODDE, Rose",The Arts Party,740,69,5,46,55,915
VIC,Q,28536,2,"HENSON, Jamie Christopher",The Arts Party,58,2,2,2,9,73
VIC,Q,28537,3,"ANDREW, Maureen J",The Arts Party,49,4,1,6,4,64
VIC,R,29698,0,R Ticket Votes,DLP Democratic Labour,14025,921,219,735,1034,16934
VIC,R,29181,1,"VEREKER, Stephen",DLP Democratic Labour,917,61,17,39,94,1128
VIC,R,29182,2,"FREEMAN, Michael",DLP Democratic Labour,75,5,4,3,3,90
VIC,S,29683,0,S Ticket Votes,Citizens Electoral Council,1453,106,30,86,162,1837
VIC,S,28396,1,"ISHERWOOD, Craig",Citizens Electoral Council,200,20,3,7,15,245
VIC,S,28397,2,"PEUT, Gabrielle",Citizens Electoral Council,11,0,1,0,4,16
VIC,T,29705,0,T Ticket Votes,Secular Party of Australia,1497,120,23,103,172,1915
VIC,T,29157,1,"PERKINS, John",Secular Party of Australia,260,20,4,9,31,324
VIC,T,29159,2,"CARR, Alice",Secular Party of Australia,55,3,0,3,3,64
VIC,U,29686,0,U Ticket Votes,Australian Liberty Alliance,16983,1023,248,1196,1892,21342
VIC,U,28539,1,"JONES, Daniel",Australian Liberty Alliance,1305,54,24,80,217,1680
VIC,U,28540,2,"NICHOLLS, Kenneth",Australian Liberty Alliance,44,2,1,5,6,58
VIC,V,29689,0,V Ticket Votes,Nick Xenophon Team,37365,1868,267,2380,7098,48978
VIC,V,28508,1,"HALPERN, Naomi",Nick Xenophon Team,4528,191,31,230,838,5818
VIC,V,28509,2,"LEE, Justin",Nick Xenophon Team,265,4,3,16,34,322
VIC,W,29708,0,W Ticket Votes,Australian Motoring Enthusiast Party,16818,1102,184,938,1986,21028
VIC,W,29446,1,"MUIR, Ricky",Australian Motoring Enthusiast Party,8745,370,51,427,1039,10632
VIC,W,29447,2,"MACKLEY, Aaron",Australian Motoring Enthusiast Party,97,8,4,3,13,125
VIC,X,29675,0,X Ticket Votes,Marriage Equality,11821,1048,222,901,1889,15881
VIC,X,28141,1,"TUAZON-McCHEYNE, Jason",Marriage Equality,772,70,6,64,109,1021
VIC,X,28142,2,"TOMLINS, Jacqueline",Marriage Equality,182,19,2,9,25,237
VIC,Y,29684,0,Y Ticket Votes,Pauline Hanson's One Nation,47461,2684,652,2916,7017,60730
VIC,Y,28398,1,"ROYLANCE, Simon Peter",Pauline Hanson's One Nation,2090,151,43,117,251,2652
VIC,Y,28399,2,"CAMERON, Ian John",Pauline Hanson's One Nation,120,3,1,7,15,146
VIC,Z,29704,0,Z Ticket Votes,Socialist Alliance,1611,161,23,115,136,2046
VIC,Z,29162,1,"CHELLIAH, Lalitha",Socialist Alliance,369,38,7,23,37,474
VIC,Z,29163,2,"GOODEN, Tim",Socialist Alliance,58,7,3,4,5,77
VIC,AA,29688,0,AA Ticket Votes,Australian Country Party,7179,311,66,437,837,8830
VIC,AA,28545,1,"KERR, Garry",Australian Country Party,300,11,4,15,41,371
VIC,AA,28547,2,"LARKIN, Phil",Australian Country Party,94,6,2,0,13,115
VIC,AB,29702,0,AB Ticket Votes,MFP,3295,104,19,102,372,3892
VIC,AB,29179,1,"MADIGAN, John",MFP,1120,44,2,50,143,1359
VIC,AB,29180,2,"GEORGE, Mark",MFP,15,1,1,0,0,17
VIC,AC,29694,0,AC Ticket Votes,Drug Law Reform,16964,2204,448,1116,1484,22216
VIC,AC,28852,1,"CHIPP, Greg",Drug Law Reform,804,97,19,36,86,1042
VIC,AC,28854,2,"SHERMAN, John",Drug Law Reform,90,14,1,3,18,126
VIC,AD,29677,0,AD Ticket Votes,Voluntary Euthanasia Party,3622,237,40,246,1049,5194
VIC,AD,28304,1,"SCANLON, David James",Voluntary Euthanasia Party,389,11,3,20,80,503
VIC,AD,28305,2,"JONES, Miranda",Voluntary Euthanasia Party,52,1,1,4,13,71
VIC,AE,29682,0,AE Ticket Votes,Mature Australia,2501,101,23,131,422,3178
VIC,AE,28394,1,"McCARTHY, Graham",Mature Australia,188,10,3,18,43,262
VIC,AE,28395,2,"RIDGE, Roy",Mature Australia,23,0,0,0,6,29
VIC,AF,29696,0,AF Ticket Votes,Liberal/The Nationals,887151,44958,7350,51887,141682,1133028
VIC,AF,28871,1,"FIFIELD, Mitch",Liberal,12325,830,135,968,3604,17862
VIC,AF,28873,2,"McKENZIE, Bridget",The Nationals,1756,90,20,89,405,2360
VIC,AF,28874,3,"RYAN, Scott",Liberal,857,89,8,80,227,1261
VIC,AF,28876,4,"PATERSON, James",Liberal,1010,90,15,94,258,1467
VIC,AF,28877,5,"HUME, Jane",Liberal,661,68,8,75,212,1024
VIC,AF,28878,6,"OKOTEL, Karina",Liberal,581,47,7,55,113,803
VIC,AF,28879,7,"TRELOAR, Rebecca",The Nationals,715,53,8,49,170,995
VIC,AG,29695,0,AG Ticket Votes,"Shooters, Fishers and Farmers",26939,1821,354,1692,3551,34357
VIC,AG,28856,1,"WILSON, Jake","Shooters, Fishers and Farmers",1685,120,21,113,232,2171
VIC,AG,28858,2,"CONSTANTINOU, Ethan","Shooters, Fishers and Farmers",109,3,1,6,22,141
VIC,AH,29692,0,AH Ticket Votes,Liberal Democrats,41742,3292,671,3407,4668,53780
VIC,AH,28625,1,"SPENDER, Duncan",Liberal Democrats,1197,102,18,72,165,1554
VIC,AH,28628,2,"LIMBRICK, David",Liberal Democrats,118,18,2,8,21,167
VIC,AI,29691,0,AI Ticket Votes,Rise Up Australia Party,7532,421,96,363,873,9285
VIC,AI,28499,1,"NALLIAH, Daniel",Rise Up Australia Party,642,39,11,23,101,816
VIC,AI,28501,2,"CRESTANI, Rosalie",Rise Up Australia Party,53,5,1,1,5,65
VIC,AJ,29706,0,AJ Ticket Votes,Australian Progressives,1215,112,18,78,189,1612
VIC,AJ,29155,1,"KNIGHT, David",Australian Progressives,298,27,6,17,28,376
VIC,AJ,29156,2,"GILMORE, Josh",Australian Progressives,56,4,1,6,9,76
VIC,AK,29674,0,AK Ticket Votes,The Greens,262487,25462,3761,21040,27132,339882
VIC,AK,28083,1,"DI NATALE, Richard",The Greens,26837,2594,271,2488,3863,36053
VIC,AK,28085,2,"RICE, Janet",The Greens,1489,162,18,143,186,1998
VIC,AK,28086,3,"COLEMAN, Misha",The Greens,333,32,5,27,33,430
VIC,AK,28087,4,"KLEIN, Elise",The Greens,218,24,6,31,24,303
VIC,AK,28088,5,"CRABB, Anna",The Greens,382,58,5,49,68,562
VIC,AK,28089,6,"SEARLE, James",The Greens,85,13,3,7,15,123
VIC,AK,28091,7,"MINIFIE, Tasma",The Greens,71,4,2,13,14,104
VIC,AK,28092,8,"ALDEN, Jennifer",The Greens,117,14,2,4,11,148
VIC,AK,28093,9,"CAMERON, Judy",The Greens,77,12,3,16,13,121
VIC,AK,28094,10,"SEKHON, Gurm",The Greens,102,11,2,9,13,137
VIC,AK,28095,11,"MAGUIRE-ROSIER, Josephine",The Greens,53,15,1,6,5,80
VIC,AK,28096,12,"READ, Rose",The Greens,384,48,6,42,78,558
VIC,AL,29697,0,AL Ticket Votes,Australian Sex Party,38819,3820,688,2458,3458,49243
VIC,AL,29183,1,"DOIG, Meredith",Australian Sex Party,3275,310,42,203,354,4184
VIC,AL,29184,2,"MULCAHY, Amy",Australian Sex Party,538,59,8,37,59,701
VIC,UG,29430,1,"JUHASZ, Stephen",Independent,217,16,2,5,27,267
VIC,UG,29523,2,"ARASU, Karthik",Independent,387,15,5,15,17,439
VIC,UG,29154,3,"HALL, Dennis",Independent,62,4,0,4,9,79
VIC,UG,29587,4,"SPASOJEVIC, Dana",Independent,46,2,2,3,15,68
VIC,UG,29272,5,"KARAGIANNIDIS, John",Independent,72,5,1,4,6,88
VIC,UG,29524,6,"LUTZ, Geoff",Independent,45,2,0,0,4,51
VIC,UG,28839,7,"MULL, Allan",Independent,213,5,1,11,26,256
VIC,UG,29590,8,"RYAN, Chris",Independent,72,5,1,8,15,101
VIC,UG,29531,9,"VADARLIS, Eric",Independent,256,16,1,17,27,317
VIC,UG,29423,10,"DICKENSON, Mark Francis",Independent,65,4,2,4,10,85
VIC,UG,29434,11,"SHMUEL, Immanuel",Independent,111,10,0,7,31,159
VIC,UG,28823,12,"FLOYD, Glenn",Independent,46,1,0,5,12,64
VIC,UG,28356,13,"URIE, Meredith",Independent,428,18,4,18,35,503
VIC,UG,27976,14,"NYE, Trevor William",Independent,169,4,2,4,20,199
VIC,UG,29403,15,"HAWKS, Peter John",Independent,65,2,0,7,6,80
VIC,UG,28551,16,"BESLIS, Christopher",Independent,79,4,2,8,11,104
WA,A,29822,0,A Ticket Votes,Christian Democratic Party (Fred Nile Group),9628,1002,186,613,837,12266
WA,A,29437,1,"IMISIDES, Mark David",Christian Democratic Party (Fred Nile Group),1095,117,26,43,88,1369
WA,A,29440,2,"READ, Philip Campbell",Christian Democratic Party (Fred Nile Group),101,14,2,3,13,133
WA,B,29803,0,B Ticket Votes,"Shooters, Fishers and Farmers",18049,2267,327,1282,1563,23488
WA,B,28400,1,"SKERRITT, Andrew","Shooters, Fishers and Farmers",1207,142,29,78,116,1572
WA,B,28401,2,"WILLIAMSON, Ross","Shooters, Fishers and Farmers",205,31,3,20,24,283
WA,C,29812,0,C Ticket Votes,Nick Xenophon Team,20187,1352,138,1340,2969,25986
WA,C,28527,1,"BOLTON, Luke",Nick Xenophon Team,2743,161,16,132,384,3436
WA,C,28528,2,"BOVELL, Michael",Nick Xenophon Team,184,17,0,7,26,234
WA,D,29808,0,D Ticket Votes,Australian Labor Party,299899,25711,4260,14298,24982,369150
WA,D,28516,1,"LINES, Sue",Australian Labor Party,7902,678,121,405,1096,10202
WA,D,28517,2,"STERLE, Glenn",Australian Labor Party,540,82,25,44,77,768
WA,D,28518,3,"DODSON, Patrick",Australian Labor Party,1500,107,11,81,208,1907
WA,D,28519,4,"PRATT, Louise",Australian Labor Party,1916,176,27,126,319,2564
WA,D,28520,5,"REED, Mark",Australian Labor Party,456,68,15,39,69,647
WA,D,28521,6,"BOWERS, Susan",Australian Labor Party,286,41,10,17,47,401
WA,D,28522,7,"ONORATO, Mia",Australian Labor Party,351,43,8,26,46,474
WA,E,29797,0,E Ticket Votes,Citizens Electoral Council,1473,142,30,86,109,1840
WA,E,28098,1,"ROBINSON, Jean",Citizens Electoral Council,148,13,5,8,12,186
WA,E,28099,2,"SUDHOLZ, Judy",Citizens Electoral Council,18,3,1,0,1,23
WA,F,29817,0,F Ticket Votes,The Nationals,25864,2372,187,1220,2707,32350
WA,F,29189,1,"MUIR, Kado",The Nationals,1154,108,7,64,192,1525
WA,F,29190,2,"FARDELL, Nick",The Nationals,268,25,2,15,41,351
WA,F,29191,3,"RE, Elizabeth",The Nationals,301,27,1,22,41,392
WA,G,29804,0,G Ticket Votes,Socialist Alliance,1298,169,23,72,91,1653
WA,G,28341,1,"EMANUEL, Kamala",Socialist Alliance,196,19,1,5,14,235
WA,G,28342,2,"DOHERTY, Seamus",Socialist Alliance,29,5,2,5,3,44
WA,G,28343,3,"IQBAL, Farida",Socialist Alliance,43,6,0,4,4,57
WA,H,29824,0,H Ticket Votes,Derryn Hinch's Justice Party,7251,613,64,439,1070,9437
WA,H,29604,1,"HIDE, Nicki",Derryn Hinch's Justice Party,434,43,8,23,54,562
WA,H,29605,2,"HIGGINS, Rachael",Derryn Hinch's Justice Party,47,4,0,2,14,67
WA,I,29818,0,I Ticket Votes,Palmer United Party,3536,362,87,172,200,4357
WA,I,29193,1,"WANG, Zhenya Dio",Palmer United Party,498,37,5,20,35,595
WA,I,29194,2,"KRUGER, Jacque",Palmer United Party,33,2,1,1,3,40
WA,J,29800,0,J Ticket Votes,The Greens (WA),99441,12102,1594,6105,7305,126547
WA,J,28246,1,"LUDLAM, Scott",The Greens (WA),11786,1334,127,887,1397,15531
WA,J,28247,2,"SIEWERT, Rachel",The Greens (WA),593,93,11,42,104,843
WA,J,28248,3,"STEELE-JOHN, Jordon",The Greens (WA),118,9,1,7,11,146
WA,J,28249,4,"JENKINSON, Samantha",The Greens (WA),257,36,6,22,33,354
WA,J,28250,5,"BALDOCK, Michael",The Greens (WA),104,7,2,3,6,122
WA,J,28251,6,"ISMAIL, Rai",The Greens (WA),182,31,2,12,27,254
WA,K,29815,0,K Ticket Votes,Animal Justice Party,8962,1159,168,515,1019,11823
WA,K,28831,1,"LOVE, Katrina",Animal Justice Party,590,69,18,27,97,801
WA,K,28834,2,"SUTTON, Alicia",Animal Justice Party,43,9,0,1,10,63
WA,L,29801,0,L Ticket Votes,Mature Australia,1798,123,20,107,287,2335
WA,L,28270,1,"DONALD, Stuart",Mature Australia,241,17,3,8,28,297
WA,L,28271,2,"BRADSHAW, Patti",Mature Australia,47,4,0,0,4,55
WA,M,29799,0,M Ticket Votes,The Arts Party,2081,268,38,136,181,2704
WA,M,28264,1,"BURATTI, Robert",The Arts Party,233,25,3,14,21,296
WA,M,28265,2,"TAYLOR, Robert Kenneth Leslie",The Arts Party,23,6,0,1,4,34
WA,N,29819,0,N Ticket Votes,Australian Cyclists Party,1712,154,20,143,251,2280
WA,N,29197,1,"MAH, Peter",Australian Cyclists Party,254,18,5,17,40,334
WA,N,29198,2,"HOWARD, Christopher John",Australian Cyclists Party,50,4,0,1,10,65
WA,O,29802,0,O Ticket Votes,Renewable Energy Party,2986,392,45,268,423,4114
WA,O,28272,1,"SCHWINDT, Pedro",Renewable Energy Party,328,46,2,12,46,434
WA,O,28273,2,"SUNDBLADH, Camilla",Renewable Energy Party,51,8,1,5,4,69
WA,P,29807,0,P Ticket Votes,Australian Liberty Alliance,11322,917,139,624,875,13877
WA,P,28523,1,"ROBINSON, Debbie",Australian Liberty Alliance,955,65,12,47,153,1232
WA,P,28524,2,"HERCOCK, Marion",Australian Liberty Alliance,41,8,1,5,4,59
WA,Q,29805,0,Q Ticket Votes,Rise Up Australia Party,2586,253,35,144,304,3322
WA,Q,28402,1,"HARDWICK, Anthony",Rise Up Australia Party,261,24,6,14,34,339
WA,Q,28403,2,"MUNDY, Sheila",Rise Up Australia Party,29,1,1,0,3,34
WA,R,29816,0,R Ticket Votes,Pauline Hanson's One Nation,40589,4213,679,2733,4334,52548
WA,R,29186,1,"CULLETON, Rodney Norman",Pauline Hanson's One Nation,1651,173,29,99,212,2164
WA,R,29187,2,"GEORGIOU, Peter",Pauline Hanson's One Nation,124,10,1,7,16,158
WA,R,29188,3,"CULLETON, Ioanna",Pauline Hanson's One Nation,121,12,2,5,16,156
WA,S,29823,0,S Ticket Votes,Marijuana (HEMP) Party/Australian Sex Party,17685,2729,486,973,1164,23037
WA,S,29607,1,"BALDERSTONE, Michael",Marijuana (HEMP) Party,1177,163,33,66,94,1533
WA,S,29608,2,"HURLEY, James",Australian Sex Party,366,46,6,23,36,477
WA,T,29813,0,T Ticket Votes,Democratic Labour Party (DLP),7238,782,144,370,453,8987
WA,T,28804,1,"BOVE, Fernando",Democratic Labour Party (DLP),301,23,2,12,16,354
WA,T,28807,2,"KIERNAN, Troy",Democratic Labour Party (DLP),50,6,2,3,3,64
